~from,~to,~id,~label,campaign_login:Int,campaign_emailOpened:Int,campaign_linkClicked:Int
3d257409-5d24-464e-ab0d-bde9b3b58845,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,dbb51719-fd0f-475b-81f3-04353f00e52a,CustomerMarketingInteractions,7,1,1
c698da52-09b9-46b1-a4b4-9509465e674c,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,bc832c3d-6831-4275-a225-0756c6e6620b,CustomerMarketingInteractions,17,4,1
14aba430-4d72-4b41-b6af-bac0cfa9a0b5,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,fb02e4b7-2ddf-4cee-9261-8a20781f54e3,CustomerMarketingInteractions,15,2,1
e261c4ba-83b6-4aec-8e51-7398be00ddd6,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,1839271c-4e16-4329-ba44-bf81ebb8acfd,CustomerMarketingInteractions,4,2,1
234b12db-b345-4ca4-8b7c-c6ad8f026aac,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,075bd758-2614-4bdf-b0aa-73c569cbca5f,CustomerMarketingInteractions,6,4,1
bedfe4c3-2a52-4c72-bb9d-a41e527ec719,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,8e0318cd-cba5-46be-89f9-0082851498a2,CustomerMarketingInteractions,17,1,1
37b1b7a2-3f21-4983-8269-9aef396dbd21,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,c82516fa-83d3-47ab-b13f-c7019dfc4622,CustomerMarketingInteractions,19,2,0
172dc77f-7273-444f-b251-fe95256e687e,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,d71a746f-654d-4296-b6a3-17d43e3d0638,CustomerMarketingInteractions,19,1,1
48256b55-ade2-49e8-acd4-149597329bf3,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,f9540c63-081b-4b74-b715-eb2dacd50d92,CustomerMarketingInteractions,6,1,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,6ce02a91-e410-4811-ac3e-f2175517f577,29a793e5-e4d4-40f1-be15-7041491df0e2,CustomerMarketingInteractions,12,4,0
a7b08d79-f24e-4819-8bc9-f69387e1d592,6ce02a91-e410-4811-ac3e-f2175517f577,bac9f57f-5d47-47b5-875f-10dc93946c5a,CustomerMarketingInteractions,3,1,0
ae43ef74-2da3-4a66-abd7-36819625fd42,6ce02a91-e410-4811-ac3e-f2175517f577,58a3d4f7-b2d0-4ee9-a752-97a56e363330,CustomerMarketingInteractions,15,1,1
2063e10e-a6c9-47f0-b5a8-aa6a7cfd6ea4,6ce02a91-e410-4811-ac3e-f2175517f577,f6cfff75-b91a-45f3-b1ba-8789b3219e3e,CustomerMarketingInteractions,5,1,1
17cd2032-226a-4e82-81ad-28db80755cd6,6ce02a91-e410-4811-ac3e-f2175517f577,a7015e86-c125-4040-8fb9-b3a1d7e3bf3e,CustomerMarketingInteractions,17,3,1
443ee2c8-7200-4945-951c-3ab39ae2e6a4,6ce02a91-e410-4811-ac3e-f2175517f577,a43a0a63-a0e7-4705-bceb-212d44e2e44d,CustomerMarketingInteractions,4,1,1
c610cd7e-93e5-4d83-8ab1-78f85efb2b1e,6ce02a91-e410-4811-ac3e-f2175517f577,6d73f9ea-9c86-4bdf-8fec-2823af60332f,CustomerMarketingInteractions,5,3,1
c7f4f0f8-18f0-470f-8b23-9bc1abe501dd,6ce02a91-e410-4811-ac3e-f2175517f577,2e9280a5-3756-4f63-a667-67f89fdd434d,CustomerMarketingInteractions,16,3,1
0e278f68-9b59-49fa-8442-bbce8da70d99,6ce02a91-e410-4811-ac3e-f2175517f577,a1651196-1739-425b-b96f-baf67fc5e2b2,CustomerMarketingInteractions,17,4,0
c759dbb3-7807-4307-a75b-3e58f1a7fb62,6ce02a91-e410-4811-ac3e-f2175517f577,10a17cd5-c315-4e6a-a34a-81759d8d9e3e,CustomerMarketingInteractions,14,1,1
3633530b-9dc1-4ccb-bb67-351a22a59d73,6ce02a91-e410-4811-ac3e-f2175517f577,d81606b6-bacf-48c1-a3d9-d8bbee73d247,CustomerMarketingInteractions,17,4,1
f19fb17b-a524-4eed-9aab-75329bbf595a,6ce02a91-e410-4811-ac3e-f2175517f577,b81cd231-3808-4fd3-a642-1be8e715b345,CustomerMarketingInteractions,4,2,1
6c7c2119-35ae-46dd-bd67-b38e795fd500,6ce02a91-e410-4811-ac3e-f2175517f577,da005bde-852f-47e7-8a0a-0fd865b63f53,CustomerMarketingInteractions,16,4,0
c698da52-09b9-46b1-a4b4-9509465e674c,6ce02a91-e410-4811-ac3e-f2175517f577,fb96a0cd-3910-4203-94ce-98e60b8e074a,CustomerMarketingInteractions,4,4,0
0386f82c-9a1b-4ff9-90dd-7756839218a7,6ce02a91-e410-4811-ac3e-f2175517f577,04c6c591-6384-4933-ac5a-0ba57b1eb904,CustomerMarketingInteractions,6,2,1
a3e7015a-b3ea-47c6-a633-3c9fdba36d3f,6ce02a91-e410-4811-ac3e-f2175517f577,5309b367-6ef2-40a9-ba59-54fd7e0fc4a2,CustomerMarketingInteractions,14,2,0
3d257409-5d24-464e-ab0d-bde9b3b58845,6ce02a91-e410-4811-ac3e-f2175517f577,f1b23ded-6eac-4c7b-aeb9-21fc19f60299,CustomerMarketingInteractions,9,2,0
6a31c67c-a2bb-4cfd-b42f-fa8b0fa277b1,6ce02a91-e410-4811-ac3e-f2175517f577,02a51531-45e5-4ccf-98c5-0ae34a85b3b9,CustomerMarketingInteractions,10,1,1
42cb0872-97f3-4ba1-83df-32f737b08e58,6ce02a91-e410-4811-ac3e-f2175517f577,9de93df4-4976-43d9-837c-631170c89ecf,CustomerMarketingInteractions,13,3,1
d08c813b-d628-4dc1-9708-c512f03bed99,6ce02a91-e410-4811-ac3e-f2175517f577,4b151b42-9aa1-4f0d-b337-e4fdf9a6ba49,CustomerMarketingInteractions,15,4,0
c9125626-e668-49bf-ae35-1dae2a1b824e,6ce02a91-e410-4811-ac3e-f2175517f577,4ca957ba-9e6d-499b-8cd0-441bb3fad8c9,CustomerMarketingInteractions,18,1,1
faf2f099-696a-47e5-8934-5314ff52d2aa,6ce02a91-e410-4811-ac3e-f2175517f577,f2f62b56-d264-4b43-aab8-c8cc922b97aa,CustomerMarketingInteractions,15,1,1
d539dcdc-a876-420b-b1f7-074adf5df8ed,6ce02a91-e410-4811-ac3e-f2175517f577,09e55d39-0a5a-42e6-90b5-b51a81a96f6e,CustomerMarketingInteractions,11,1,1
4dffbd7b-daa4-4621-ad5d-020e45b5f941,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,347ebb99-16b0-451e-88bd-a77f7ad9ce3e,CustomerMarketingInteractions,15,2,0
f25072d4-19dd-4b88-9046-f6156c9cf444,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,ab21db40-b73c-4e33-8b82-1adf53171b64,CustomerMarketingInteractions,5,1,0
5aca1e44-7253-46ac-83e7-b1c30472ebdd,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,974a0a3b-4a88-4789-b9de-22916655fade,CustomerMarketingInteractions,1,3,0
48256b55-ade2-49e8-acd4-149597329bf3,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,edd39f07-0bbc-42f0-83ed-37cc422641b6,CustomerMarketingInteractions,11,3,1
2063e10e-a6c9-47f0-b5a8-aa6a7cfd6ea4,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,e8c122cb-ff69-4830-99ac-64333d78c216,CustomerMarketingInteractions,12,2,0
172dc77f-7273-444f-b251-fe95256e687e,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,bf6c85a7-b1f2-489f-ac83-2c0f7f479696,CustomerMarketingInteractions,15,1,0
ec712839-435e-4ccd-bdae-aac04a95a99a,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,2e760760-c0d6-4b46-a81f-1190e1f42f14,CustomerMarketingInteractions,1,4,0
a7b08d79-f24e-4819-8bc9-f69387e1d592,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,3c42935c-a760-417b-972c-7862c0092dac,CustomerMarketingInteractions,12,4,1
a3e7015a-b3ea-47c6-a633-3c9fdba36d3f,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,4f4ee052-983b-4b43-b0cd-b8f087804670,CustomerMarketingInteractions,18,4,0
c610cd7e-93e5-4d83-8ab1-78f85efb2b1e,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,778b86db-839f-4e15-a2bb-f0d96e25ba99,CustomerMarketingInteractions,3,2,1
f3c55752-79b4-4f7d-aaba-1391dfa23ba9,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,fc937ea6-7e80-4294-bbe7-d8cf93448f08,CustomerMarketingInteractions,6,3,1
4ea0e56d-76a4-4701-b180-079d2323c14f,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,43583ddd-6573-4ae1-a26d-f9204447d3d9,CustomerMarketingInteractions,8,3,1
1b680ab1-86c4-4f19-8321-54063d4db44b,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,d29c6b61-17eb-4a8c-8762-6f1b1cbde44f,CustomerMarketingInteractions,0,3,0
d1b416ae-c55c-4414-9848-4b08a8d3fd87,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,a833f586-a779-4104-898a-e5afb20c5e2b,CustomerMarketingInteractions,8,1,1
42cb0872-97f3-4ba1-83df-32f737b08e58,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,b6cd6297-9414-4dfb-8038-9fac09d4dc9e,CustomerMarketingInteractions,11,4,1
ae43ef74-2da3-4a66-abd7-36819625fd42,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,fd409fc5-d325-49ea-b9a4-85bd1e421ddb,CustomerMarketingInteractions,16,3,1
56adcc34-e339-4f3d-8370-0966b844b44f,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,47ec3159-06a8-48e3-84eb-d501eb619e28,CustomerMarketingInteractions,0,2,0
c759dbb3-7807-4307-a75b-3e58f1a7fb62,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,226d89e3-a8cd-4446-ab1c-b66cbb9c9721,CustomerMarketingInteractions,19,2,1
fb3cbb71-7031-418b-af00-2d91b8d3c14a,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,5b9ab567-d908-40d2-ae0b-7e616f8817b6,CustomerMarketingInteractions,5,4,1
c9125626-e668-49bf-ae35-1dae2a1b824e,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,ef2bc75e-49f8-4bb6-a781-ddfe6afa10ba,CustomerMarketingInteractions,6,3,0
faf2f099-696a-47e5-8934-5314ff52d2aa,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,3754429e-6259-44ed-b682-467c37d46f1b,CustomerMarketingInteractions,8,1,0
bc7e1007-1749-4229-83aa-3ba405dccfa2,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,5181ac87-4a65-41ea-8b1f-f04acb7065ca,CustomerMarketingInteractions,18,1,0
37b1b7a2-3f21-4983-8269-9aef396dbd21,77bdc2aa-176f-48b4-8a73-a6bc0e4e79df,4c816839-6556-465f-b76f-c4382f6d1522,CustomerMarketingInteractions,8,1,1
48256b55-ade2-49e8-acd4-149597329bf3,62cc73e0-eade-4548-aaa0-b4421e11ad67,5840b02a-c771-4b70-acd5-0d8906576d8e,CustomerMarketingInteractions,2,1,0
f02171ec-ae82-4105-84ec-4a114e12b685,62cc73e0-eade-4548-aaa0-b4421e11ad67,dbd176a5-4bbe-4849-bb2c-005d9766a591,CustomerMarketingInteractions,18,2,1
a3e7015a-b3ea-47c6-a633-3c9fdba36d3f,62cc73e0-eade-4548-aaa0-b4421e11ad67,47c12e93-c969-41b3-a55e-8ec09fd2fec7,CustomerMarketingInteractions,9,1,1
4bf36fe9-03a5-4f22-8f06-0c7628f0c37c,62cc73e0-eade-4548-aaa0-b4421e11ad67,efdd3af8-66d4-44db-94c2-a6da0d0f6dd1,CustomerMarketingInteractions,1,4,0
0386f82c-9a1b-4ff9-90dd-7756839218a7,62cc73e0-eade-4548-aaa0-b4421e11ad67,1c860aeb-7657-4752-88a1-76902d1fd76f,CustomerMarketingInteractions,6,2,0
c698da52-09b9-46b1-a4b4-9509465e674c,62cc73e0-eade-4548-aaa0-b4421e11ad67,efdfb9cc-34e9-4d94-b7b6-970084f4c604,CustomerMarketingInteractions,1,3,1
ee3fb65f-ad67-4190-8668-0d51dc32c73e,62cc73e0-eade-4548-aaa0-b4421e11ad67,6fd4b46e-f8b9-463e-8959-2e5c2be0fdf6,CustomerMarketingInteractions,5,3,0
fe392cca-246a-4106-9291-b025961cb65d,62cc73e0-eade-4548-aaa0-b4421e11ad67,cc52783c-2981-456a-af89-666fe41d9d63,CustomerMarketingInteractions,10,1,1
a28e0dbe-4005-42ce-8c6f-996360cb152d,62cc73e0-eade-4548-aaa0-b4421e11ad67,e695f21a-18b8-43fe-876a-ec33a98cc3e0,CustomerMarketingInteractions,18,4,0
443ee2c8-7200-4945-951c-3ab39ae2e6a4,62cc73e0-eade-4548-aaa0-b4421e11ad67,6612d01a-1abd-4ec0-a1f3-9bacf500ee2f,CustomerMarketingInteractions,14,1,1
882f6381-e505-4c17-b981-90a9e4b3e6f9,62cc73e0-eade-4548-aaa0-b4421e11ad67,d508934e-d54d-49ba-83d2-cc717843eb25,CustomerMarketingInteractions,7,3,0
fd2467f6-8255-474b-a9ba-6b9cbf84f714,62cc73e0-eade-4548-aaa0-b4421e11ad67,36ea8b64-3dc2-48bd-a4da-cafb5d5035d0,CustomerMarketingInteractions,9,3,0
87d81de4-bb7d-4ebf-9147-652113d24797,62cc73e0-eade-4548-aaa0-b4421e11ad67,bd3e61b7-2c04-4cd4-9198-922e8bda07d2,CustomerMarketingInteractions,13,2,1
e261c4ba-83b6-4aec-8e51-7398be00ddd6,62cc73e0-eade-4548-aaa0-b4421e11ad67,9da308ea-cbfd-43f1-974b-a09bdeec21bc,CustomerMarketingInteractions,10,4,1
e3071203-dba6-4d46-b902-3e927cd32c94,62cc73e0-eade-4548-aaa0-b4421e11ad67,7cbb7ab3-7db8-4e91-a29d-abfd044d869f,CustomerMarketingInteractions,12,2,0
4b32fadb-58af-4259-8f92-eadf31695cbb,62cc73e0-eade-4548-aaa0-b4421e11ad67,3f4bdf92-463c-4e50-88d1-db961d919523,CustomerMarketingInteractions,0,2,1
2f68d6a8-acc1-4491-bd2d-42db0744f978,62cc73e0-eade-4548-aaa0-b4421e11ad67,6e649032-09cb-4baa-8695-a4254139c967,CustomerMarketingInteractions,0,2,1
6c7c2119-35ae-46dd-bd67-b38e795fd500,62cc73e0-eade-4548-aaa0-b4421e11ad67,b5ba1d19-34c0-4f68-a1d9-596d85c18ea8,CustomerMarketingInteractions,19,2,1
56adcc34-e339-4f3d-8370-0966b844b44f,62cc73e0-eade-4548-aaa0-b4421e11ad67,990e4091-a162-4a42-b7ec-9f96bf47b016,CustomerMarketingInteractions,18,2,1
d4e2fa1a-695d-4b8f-9c77-4e348e6c9b42,62cc73e0-eade-4548-aaa0-b4421e11ad67,d256fe68-dc78-4b14-bfeb-1534c24a978e,CustomerMarketingInteractions,3,1,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,62cc73e0-eade-4548-aaa0-b4421e11ad67,6a53edc0-24a4-4be0-81d0-e7f175da9703,CustomerMarketingInteractions,17,3,1
234b12db-b345-4ca4-8b7c-c6ad8f026aac,62cc73e0-eade-4548-aaa0-b4421e11ad67,7ebf5a3a-b5d4-49d4-8b61-db0ab23e256c,CustomerMarketingInteractions,9,3,1
17fbe3c8-5109-4397-9fa3-6ed6ca0dc7f6,62cc73e0-eade-4548-aaa0-b4421e11ad67,6b8ff19d-94d2-41d8-97e2-bcf4df4f008e,CustomerMarketingInteractions,15,3,0
bedfe4c3-2a52-4c72-bb9d-a41e527ec719,62cc73e0-eade-4548-aaa0-b4421e11ad67,701a0b06-8753-44de-9a44-01a5b3fcfb03,CustomerMarketingInteractions,11,4,1
a9527d5f-144c-4362-9d11-585575d9f0ee,62cc73e0-eade-4548-aaa0-b4421e11ad67,63f6f077-cb5d-432e-8e27-0a7f4d18a965,CustomerMarketingInteractions,8,3,0
9eeb4f52-ed77-424b-ad91-aed8652e5fcd,bede5189-1d86-4191-900a-b67996e991f6,740c4ff7-a793-4452-ba75-03c2989fe67b,CustomerMarketingInteractions,16,4,1
895c9c5a-5a19-401c-b2f1-dca9f75876c0,bede5189-1d86-4191-900a-b67996e991f6,75ef3067-8dc2-42c1-968c-4100d09f7959,CustomerMarketingInteractions,13,3,1
554e2e22-a8d2-4999-ac09-83d579e22beb,bede5189-1d86-4191-900a-b67996e991f6,472bcc11-a75c-40aa-af1f-28a7c5a98da4,CustomerMarketingInteractions,8,4,1
445b1f03-d268-45a4-9a88-7231f1a9b984,bede5189-1d86-4191-900a-b67996e991f6,3e3a9b63-b3c4-4947-95f2-9aea76c6e3f7,CustomerMarketingInteractions,1,2,1
e3071203-dba6-4d46-b902-3e927cd32c94,bede5189-1d86-4191-900a-b67996e991f6,91a1915b-5994-4e0b-a2f5-432b2ba8d889,CustomerMarketingInteractions,11,4,1
93905acb-17f1-4497-a971-4fb6c5b67d00,bede5189-1d86-4191-900a-b67996e991f6,ada0efd3-4dad-42ff-a455-cd9a522ec4e0,CustomerMarketingInteractions,13,4,1
2063e10e-a6c9-47f0-b5a8-aa6a7cfd6ea4,bede5189-1d86-4191-900a-b67996e991f6,7efdba85-ce9a-4099-8e12-8a325cac74bb,CustomerMarketingInteractions,18,4,1
b036605d-d1c8-40dd-8ebb-ad19cfc09c30,bede5189-1d86-4191-900a-b67996e991f6,4c6a90a2-0374-4d03-90c4-f4fcb6ed8a49,CustomerMarketingInteractions,9,2,1
47b190e4-ac10-49f3-95ae-edfe2cf848f3,bede5189-1d86-4191-900a-b67996e991f6,1e59e45b-b399-4708-a416-bc2f0ad3d6f5,CustomerMarketingInteractions,17,2,1
bc7e1007-1749-4229-83aa-3ba405dccfa2,bede5189-1d86-4191-900a-b67996e991f6,bd1709b9-296d-40e6-b5b7-5b86f7e819b3,CustomerMarketingInteractions,5,1,0
0619996d-510b-4905-96be-1713a76acfcd,bede5189-1d86-4191-900a-b67996e991f6,4f0db065-e637-442e-80d9-980d88c2d49a,CustomerMarketingInteractions,7,2,1
73afa8f6-4fed-4edf-8c99-f1a6cda8c84b,bede5189-1d86-4191-900a-b67996e991f6,e76bce89-db97-43b1-a9d8-3537a8dd37a3,CustomerMarketingInteractions,0,1,1
48256b55-ade2-49e8-acd4-149597329bf3,bede5189-1d86-4191-900a-b67996e991f6,f8b80372-8004-481b-9e65-f4bbc65aa647,CustomerMarketingInteractions,13,4,1
2f68d6a8-acc1-4491-bd2d-42db0744f978,bede5189-1d86-4191-900a-b67996e991f6,bcaa9cb6-920d-4921-be44-b083efb115af,CustomerMarketingInteractions,8,3,1
17fbe3c8-5109-4397-9fa3-6ed6ca0dc7f6,bede5189-1d86-4191-900a-b67996e991f6,93e12486-d400-4fd6-87e5-43f1b8312ced,CustomerMarketingInteractions,9,1,1
5aca1e44-7253-46ac-83e7-b1c30472ebdd,bede5189-1d86-4191-900a-b67996e991f6,92783989-e562-496e-9bac-28f0dbc040dd,CustomerMarketingInteractions,16,3,0
e261c4ba-83b6-4aec-8e51-7398be00ddd6,bede5189-1d86-4191-900a-b67996e991f6,a806c2c6-7bec-4a9d-af9c-9cdf21e8e18d,CustomerMarketingInteractions,4,3,1
56adcc34-e339-4f3d-8370-0966b844b44f,bede5189-1d86-4191-900a-b67996e991f6,681e179b-d075-4cde-8816-901ac2d6f1b3,CustomerMarketingInteractions,5,4,0
f3c55752-79b4-4f7d-aaba-1391dfa23ba9,bede5189-1d86-4191-900a-b67996e991f6,c90db1cb-9a09-4995-8364-a04688e51ea4,CustomerMarketingInteractions,16,4,0
78d903ae-8cd7-4431-b788-eaa713f180b4,bede5189-1d86-4191-900a-b67996e991f6,28e4a007-deda-4024-883a-dfa36b3221b6,CustomerMarketingInteractions,7,2,1
4c6123b7-f1f7-4ca1-b1ff-67e9cbaffa1a,bede5189-1d86-4191-900a-b67996e991f6,646dc7d9-f7c8-4cdd-a63a-64a0f37a8253,CustomerMarketingInteractions,3,2,0
17cd2032-226a-4e82-81ad-28db80755cd6,bede5189-1d86-4191-900a-b67996e991f6,cd6aa108-8356-4b52-a206-834682e451a1,CustomerMarketingInteractions,11,4,1
0c2e3c2e-f59d-4397-b2d1-626ad9f1d666,bede5189-1d86-4191-900a-b67996e991f6,9dff9d40-edac-4729-96c4-7df1020d483e,CustomerMarketingInteractions,4,4,1
