~from,~to,~label,~id,action_chat:Int,action_sharepii:Int,action_partyjoin:Int,action_randomheal:Int,action_endorse:Int,action_report:Int
c698da52-09b9-46b1-a4b4-9509465e674c,8c8632d5-40f4-479d-bb55-b8436878a8cd,Interactions,52299a00-e69e-4357-916f-406208c2d85c,2231,2,3,0,1,0
e73165a3-293d-4a9f-a482-0e69e7dee580,d321b4ee-3f17-45c2-ac5c-f0ce92d44a00,Interactions,14df9c49-46f3-4b76-9da2-72f7382d6b6a,806,1,16,0,5,0
e73165a3-293d-4a9f-a482-0e69e7dee580,5f598289-2089-42e2-b72d-18a90408f9de,Interactions,cd2542a4-4557-4f53-99a2-874296d4c927,1053,1,12,0,3,0
e73165a3-293d-4a9f-a482-0e69e7dee580,0df9be1a-3ed4-4bde-a43d-c16ce11e5b48,Interactions,3fa2d33a-6eb1-4f8e-aa19-405a5372a5b7,3387,0,9,1,0,0
e73165a3-293d-4a9f-a482-0e69e7dee580,62f0b131-e43e-4b09-9209-174d8ef472cb,Interactions,1f1bc4d2-1c58-4ebb-b954-f21fa85e61e9,1357,2,4,3,3,1
e73165a3-293d-4a9f-a482-0e69e7dee580,87d81de4-bb7d-4ebf-9147-652113d24797,Interactions,c7962873-2460-46ee-bd3b-f63054954556,3178,0,4,0,4,0
e73165a3-293d-4a9f-a482-0e69e7dee580,57524c0b-2158-4dbf-a55e-8aa6c9ce4e09,Interactions,8414872d-79d2-4b4b-898f-60827026aee7,2969,3,3,1,8,0
e73165a3-293d-4a9f-a482-0e69e7dee580,e06bd4f8-b267-4079-aa48-955b32f22503,Interactions,d27ea4b2-ef4a-42a7-af63-99532069350c,808,1,3,0,9,0
e73165a3-293d-4a9f-a482-0e69e7dee580,85e3b5ac-4e0e-4514-aada-833e02764179,Interactions,cc3c5569-eb7f-4913-a539-d3d0dacc7524,3288,1,1,0,1,0
e73165a3-293d-4a9f-a482-0e69e7dee580,b036605d-d1c8-40dd-8ebb-ad19cfc09c30,Interactions,036cb6e0-0766-4e16-81f9-09ba09acdd6e,2556,0,0,0,2,0
e73165a3-293d-4a9f-a482-0e69e7dee580,7417d9c6-3f62-4938-9d85-1090cd52ca6b,Interactions,3363f618-8b0e-4731-b5ff-f67bc51dd25a,1261,1,2,2,6,0
e73165a3-293d-4a9f-a482-0e69e7dee580,3408863a-7b29-4d02-996a-61fc39a3fb00,Interactions,27cd2367-231c-4613-8e63-bb1d9bb0e33a,440,0,0,1,5,0
e73165a3-293d-4a9f-a482-0e69e7dee580,b9990ae9-6791-4823-8553-7b84b74fe4f3,Interactions,f8712420-d1f6-4540-8dda-1db4ffbeed45,564,2,5,0,2,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,0df9be1a-3ed4-4bde-a43d-c16ce11e5b48,Interactions,11bcaa0d-0464-4a64-a68c-79e93a150f4f,3011,1,2,0,2,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,0f468eae-6764-4631-a261-df33bacda8cd,Interactions,d8098173-0e6b-433b-86f1-d25372c84fe4,2104,0,0,0,5,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,a11ea555-008c-4885-9154-df3e1ca00f52,Interactions,ea6b88e5-0197-4958-81e3-bbf6bd08edf6,1522,1,1,2,6,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,7d8ed65c-1085-4424-9ca2-6f84d988228d,Interactions,7bc551c5-b74a-4a44-a4b8-c6354325c210,2689,1,3,1,6,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,666f4055-627b-4746-b342-be07e9703f1b,Interactions,f4e6292e-925b-470a-831b-194f6cd55357,2633,2,8,2,1,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,d310ba66-79d7-4e11-a0dc-369536c7c4ff,Interactions,aca4d074-279f-4ec3-b56f-c723be7d752c,307,0,12,1,3,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,1c37aef0-2f33-4e27-a445-80bd4d21922a,Interactions,2c4841b2-106f-40c1-8f49-28045aff0bf2,4359,2,5,3,0,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,0afb25b0-25ba-403d-802e-6d568ef92ce8,Interactions,e2aa93e8-f78b-49e2-9aac-df3093d9d78d,2476,2,8,1,13,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,960b6f92-db5b-43ee-9ec1-c75387d83ecf,Interactions,d87515c6-beea-497e-beb8-2742c7a7b234,2114,1,8,2,4,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,c62c358a-fb3e-4aae-a19a-5753c4627a42,Interactions,8755deaf-61c0-4991-9779-936b85e54a99,804,0,8,0,5,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,723b7806-3b1e-4546-8d02-e5c0d84c6a74,Interactions,0bbc3aac-91e3-4b5b-937f-053f81ae35d5,3087,1,0,2,1,1
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,1f7d4748-5777-4c4d-8a05-ce12bd0e3b2c,Interactions,b6d1f1b7-94c6-4a1b-969f-d75c5a459501,3231,0,0,0,2,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,24457abc-e82f-4233-a171-eb2dbfa48774,Interactions,e54762bf-3186-4bc1-9821-22e6179ed6bc,7279,0,3,0,4,1
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,26f5992b-1f73-44ed-8ef6-ae43a6a9068c,Interactions,f7e23554-77fc-429f-92a2-334e96c0560e,1384,2,17,0,0,1
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,24b9516d-dd10-451b-9025-8716ef007a0d,Interactions,828848b0-2dd3-4127-b8c4-a2c4f51f1214,2473,0,3,2,8,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,2c616126-ee90-4e02-8295-dfaa6b976c52,Interactions,53f68a0b-9f8d-448b-9661-71ccf955b20b,4338,3,0,0,2,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,f6e8da75-342c-45ba-9cc2-9a1658d22d34,Interactions,e91b99d3-3d8e-4745-a704-55066707ac32,2088,1,2,1,7,1
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,add55c31-e18b-4ba0-a2a7-ddbc9380ff40,Interactions,2615988c-ce5a-44eb-b206-c9dd1c2fb5bf,1448,0,0,1,13,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,c152c740-8b90-4a80-beb5-501986cb0910,Interactions,2f094fd8-0089-4db8-a8b4-6f44b3b7095f,1713,1,8,1,2,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,71dc3b82-a95c-40b3-8038-c0f1bc1aed8a,Interactions,a4a78674-efe4-4638-b062-87e8f72c8682,697,0,17,0,7,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,f19fb17b-a524-4eed-9aab-75329bbf595a,Interactions,9b624bb6-25cc-422f-aaa9-c2bff0d069cd,2983,0,9,1,1,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,24de5011-2050-4153-b777-e90472f30d70,Interactions,2f880042-3317-4acc-8a29-003feb4830a5,2837,0,16,1,4,0
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,cd1c3cdf-4aca-4e16-a0a6-e62f7360e286,Interactions,08a6a00a-f336-431d-a3c1-37ac1df1ada0,2510,0,1,0,5,0
47b190e4-ac10-49f3-95ae-edfe2cf848f3,239a9e7d-efb9-4532-8943-8b786634b068,Interactions,c500257e-ad01-405c-9449-709969b9581c,4047,1,6,1,1,0
47b190e4-ac10-49f3-95ae-edfe2cf848f3,f0591290-366f-4478-be31-6872186c6d10,Interactions,efd4ddf3-f8c3-4328-986c-ecb1f756e784,1784,3,15,0,0,0
47b190e4-ac10-49f3-95ae-edfe2cf848f3,b7961025-7c48-4dc8-ab07-dd74dd1bb048,Interactions,b59772bb-5fb4-4c13-8c33-0d69cb69a867,2394,1,2,0,3,0
47b190e4-ac10-49f3-95ae-edfe2cf848f3,4d160e20-bf28-4b95-9c51-1553f0af1bd3,Interactions,42527c65-51ab-4b38-a715-d6226d2c3cff,3473,0,7,0,2,0
47b190e4-ac10-49f3-95ae-edfe2cf848f3,56adcc34-e339-4f3d-8370-0966b844b44f,Interactions,b9d9d708-8dbb-4eb9-8560-3841e7782561,1127,1,7,1,2,1
47b190e4-ac10-49f3-95ae-edfe2cf848f3,496e20e3-6af0-4521-91d6-4dc66c3fff28,Interactions,d2a1a5a9-e2ca-414f-bc66-857fe707660d,2178,1,6,1,3,0
47b190e4-ac10-49f3-95ae-edfe2cf848f3,26f437d0-9d4d-4df3-aa43-5f9305312a12,Interactions,4fb86f77-8277-4b96-999e-e54aa869e81a,6010,1,3,0,4,0
47b190e4-ac10-49f3-95ae-edfe2cf848f3,7c14f84b-8b9f-40ce-8d99-e2ee64ee6db6,Interactions,0a385f74-41d4-4789-92fa-00f084afb439,193,1,8,0,12,0
47b190e4-ac10-49f3-95ae-edfe2cf848f3,cd86aaa8-bdde-4032-a174-e237850d621d,Interactions,fffcfa35-3dc0-4f0b-beab-8fab0f61f8b4,3652,0,10,2,0,0
f25072d4-19dd-4b88-9046-f6156c9cf444,445516b4-b679-464e-a89c-70a120bb9f71,Interactions,8c52e01b-3a85-46ff-b964-0df6ed6a5d3f,4713,1,7,0,11,0
f25072d4-19dd-4b88-9046-f6156c9cf444,f8cdd6ab-47d3-4271-b33e-45758e353b95,Interactions,6be000ff-0f43-4ab0-9ea0-edc7323fb13e,1058,2,5,0,8,0
f25072d4-19dd-4b88-9046-f6156c9cf444,24de5011-2050-4153-b777-e90472f30d70,Interactions,082e3d32-df3f-43a4-8637-bf8e2116bc23,3569,2,6,1,4,0
f25072d4-19dd-4b88-9046-f6156c9cf444,f46c91b5-cd3e-4ef7-8a1a-ca01540bbc36,Interactions,54eb830f-3a3b-4ea1-9245-eb91e44c703e,456,2,7,1,4,1
f25072d4-19dd-4b88-9046-f6156c9cf444,88ec0175-5908-4bfd-a0e6-1e9cd5dea628,Interactions,f2dbe6a6-9806-4bd8-b305-cc8d06adc473,3070,2,2,0,12,0
f25072d4-19dd-4b88-9046-f6156c9cf444,76640434-e9b0-4ab5-8e96-6dd17bc78747,Interactions,c4193fb7-b763-43a7-8b17-5447baccb9ec,2551,0,0,0,11,0
f25072d4-19dd-4b88-9046-f6156c9cf444,997c2859-f8d5-4255-ba4e-46f91d4a97d0,Interactions,1a0c9d1d-0d8b-4044-9612-c65cbdb8af28,2850,1,0,0,10,0
f25072d4-19dd-4b88-9046-f6156c9cf444,dca88a65-7650-4ee0-9981-27c626768125,Interactions,81803dbd-ae82-45ca-b796-c8be807e1ec0,4363,1,14,1,10,0
f25072d4-19dd-4b88-9046-f6156c9cf444,44cc0c45-eadd-4ff6-a5f0-2e45f81b37d0,Interactions,50f7f5f3-0e15-46ca-9d7b-70b85d6b9cc3,26,0,2,0,3,0
f25072d4-19dd-4b88-9046-f6156c9cf444,3a8fe944-a8b9-4ca1-a0b9-2c87187b3b8a,Interactions,93c60e4b-84cb-4ac2-97a0-91db5c9a73de,119,1,11,3,3,0
f25072d4-19dd-4b88-9046-f6156c9cf444,ad151380-4b5d-429e-a6de-494e5ae5c975,Interactions,438f0201-eac2-4f4a-9c54-46531677085b,3264,2,6,1,1,0
f25072d4-19dd-4b88-9046-f6156c9cf444,d533ebb1-328b-4be8-97ab-0354fa226a11,Interactions,2e57ea5b-2eab-4a81-acc4-ba33577d5503,1214,0,2,0,2,0
f25072d4-19dd-4b88-9046-f6156c9cf444,a3d8c436-2a6a-4c8e-9671-1a8f4de1e5be,Interactions,111f3b0f-a99c-406a-8c77-280aad0fc834,2223,1,3,2,4,0
f25072d4-19dd-4b88-9046-f6156c9cf444,b96e11b2-efae-46e0-b1d8-fd489ce671a7,Interactions,bb740ccf-89c5-4ad8-832c-9b9a9bbddf89,5389,1,2,0,6,0
f25072d4-19dd-4b88-9046-f6156c9cf444,e8bd9cd4-8669-4468-80fa-c6089df6e88d,Interactions,9ced1d01-96c4-46e9-991b-265cbf4e390f,1872,1,0,1,2,0
f25072d4-19dd-4b88-9046-f6156c9cf444,b101f85c-47d5-4ddc-8f39-458aea71c5df,Interactions,e501360e-758a-4180-a972-3231155ca4b6,461,3,0,1,2,0
f25072d4-19dd-4b88-9046-f6156c9cf444,5b95c322-be8b-43e4-bfb5-2c86d7202de3,Interactions,b404a070-1c09-4393-96c8-13cb7433c739,2695,0,0,1,9,0
f25072d4-19dd-4b88-9046-f6156c9cf444,c509a04a-6022-4dce-82f5-7acd7dee45c4,Interactions,759c2567-75b1-46d4-99fb-2208a0d390d9,1498,0,13,1,3,0
f25072d4-19dd-4b88-9046-f6156c9cf444,73afa8f6-4fed-4edf-8c99-f1a6cda8c84b,Interactions,eed863c1-bb2c-4776-8abe-19f3ed01679a,1734,1,4,0,10,0
f25072d4-19dd-4b88-9046-f6156c9cf444,0b797f7d-27b9-4080-b9fe-d7e5c2b69a86,Interactions,36317cf5-206b-4f97-8b87-36b7af6f8899,695,0,12,1,8,0
f25072d4-19dd-4b88-9046-f6156c9cf444,cd1b1ee5-bfdd-40cb-8ec1-284268209168,Interactions,75dec04c-6348-4a97-809b-2dd1ea81a0d4,1920,0,2,1,10,0
f25072d4-19dd-4b88-9046-f6156c9cf444,6da9fa97-dabe-4f31-8d53-6141fb7112cd,Interactions,90dbe651-6990-4b1b-b8b8-5e7b35906e1b,1961,1,5,0,9,0
0619996d-510b-4905-96be-1713a76acfcd,8b4370d3-4624-4733-8807-da18caa55b8c,Interactions,fbdd4921-dcb7-411c-b454-3ede0a013e0b,303,0,5,2,0,0
0619996d-510b-4905-96be-1713a76acfcd,a8e682c3-276e-4242-9f28-cd228e112964,Interactions,608b8fc3-ec7a-4979-b4b1-f2f0e7e127da,1616,1,3,1,7,0
0619996d-510b-4905-96be-1713a76acfcd,31e33f8d-1a46-477b-a65d-f8f957ab61de,Interactions,95d92b17-4666-41f3-825e-cfa60057f3a5,1647,2,10,0,10,0
0619996d-510b-4905-96be-1713a76acfcd,9d1367a2-bb79-4f52-b188-67253c592290,Interactions,b4ec1d88-27ec-4ece-ac51-f9a14ffcba8e,1567,1,3,0,8,0
0619996d-510b-4905-96be-1713a76acfcd,361f2fe7-c093-42e8-ae83-bd30b2b9774f,Interactions,9f93d548-052a-426a-ab28-22d5019c0e77,973,1,5,3,2,1
0619996d-510b-4905-96be-1713a76acfcd,087b6515-51d8-464f-9f9e-de3554cf0a1f,Interactions,658f69a2-4837-4bc0-befb-600cdade7313,1138,2,5,0,9,0
0619996d-510b-4905-96be-1713a76acfcd,bac878c7-f21f-43a4-925c-17de1dc6463c,Interactions,ec22fad8-2b66-4f24-9f2b-96df39e76bd0,313,0,2,0,8,0
0619996d-510b-4905-96be-1713a76acfcd,11e3ae68-c345-4cfc-9716-cd8dbd73c950,Interactions,82a57257-42fa-4935-a792-26911808d2b8,1082,2,11,0,0,0
0619996d-510b-4905-96be-1713a76acfcd,7094bba2-5e52-410b-a856-ba297e3986c4,Interactions,db5fbd03-36ba-497d-bf51-c4e1618f815f,463,0,7,0,2,0
0619996d-510b-4905-96be-1713a76acfcd,fc4ff477-bbb2-4216-9d2a-017d2ace4dff,Interactions,1a490af1-ba62-4c2d-a9b9-3213a009a8d8,1181,0,9,0,1,0
0619996d-510b-4905-96be-1713a76acfcd,2fff7847-7bfa-4446-95cb-9afce29212ad,Interactions,1c60ef93-ccaa-456d-96f2-8dc74110f51c,620,0,7,0,4,0
0619996d-510b-4905-96be-1713a76acfcd,ad5ee953-b38d-4a85-a229-8f24a374a28a,Interactions,5029a56e-c760-423f-bb4e-29c5965a276a,2068,0,6,2,3,0
0619996d-510b-4905-96be-1713a76acfcd,2e94b8fa-51ba-42fa-9e21-4f7ac8bc11be,Interactions,58a227dd-7fb4-4dd8-bcc4-b184d4357418,1647,0,11,0,6,0
0619996d-510b-4905-96be-1713a76acfcd,f83ed487-974b-40ff-b1ba-3454e57e63da,Interactions,93913133-b3d5-43e1-b643-345ed826901f,2016,1,5,2,11,0
0619996d-510b-4905-96be-1713a76acfcd,59a6cf3f-1034-4e15-aac5-cd81b95a14fd,Interactions,d6257992-2091-4916-b145-ac7525108e43,217,1,5,1,10,0
0619996d-510b-4905-96be-1713a76acfcd,cfa531fc-be57-4242-adcc-9e9fce92c26e,Interactions,0b5966e2-f462-40cb-adc6-a1035d1e6e09,2444,1,7,1,12,0
0619996d-510b-4905-96be-1713a76acfcd,7417d9c6-3f62-4938-9d85-1090cd52ca6b,Interactions,ca72b6f4-d38e-4337-ba74-c852fb45405f,407,0,3,0,16,0
0619996d-510b-4905-96be-1713a76acfcd,3e7373ee-4334-4446-b569-995592947138,Interactions,03145abd-9a9d-4108-807c-1bd1588656d5,2267,1,4,3,13,0
0619996d-510b-4905-96be-1713a76acfcd,ada4fd12-e86d-47fe-8525-87d14e636ce8,Interactions,4ec0a767-f44c-4c3e-a3e8-fc188051bec2,2618,0,1,3,5,0
0619996d-510b-4905-96be-1713a76acfcd,221755d2-86f3-4cb9-b0cc-a1296feb8365,Interactions,32b6d07f-2ba7-4657-9933-7b6b057a8d9d,3776,0,1,1,6,0
0619996d-510b-4905-96be-1713a76acfcd,3e63829b-8463-44e4-8e0f-ba0142e22aba,Interactions,2c1c6829-438f-4b1c-96b9-733e55718542,1352,0,5,0,2,0
0619996d-510b-4905-96be-1713a76acfcd,b6922e2b-67a8-47ae-8959-01b3eef84395,Interactions,98547b89-b524-4f3a-af71-797a4d2521a5,3935,2,1,2,0,0
0619996d-510b-4905-96be-1713a76acfcd,87ea5ab6-f0d3-4ac6-b82d-9078a1b69749,Interactions,d5483b7c-2918-4616-999e-379cf2196b0c,984,0,10,0,6,0
0619996d-510b-4905-96be-1713a76acfcd,2a2dd340-bcb4-4963-917a-7f69a5cdb0d5,Interactions,874973ae-51b1-4a5d-9972-f27d6a5cf363,4136,0,1,2,11,0
0619996d-510b-4905-96be-1713a76acfcd,260475ef-2262-4d00-b087-5dcccc77db66,Interactions,f893174b-b634-4951-9b36-ce358effc0ca,609,1,6,1,3,0
0619996d-510b-4905-96be-1713a76acfcd,aabd0d29-f5f3-4317-b7a6-27b25418bcb2,Interactions,a715e905-4529-4880-9726-ae26cf74544d,5360,0,7,1,2,0
0619996d-510b-4905-96be-1713a76acfcd,8fcab410-6e7f-4d93-8f8f-e18694c95213,Interactions,2f95a11b-b023-4e25-a073-93aef63cb70b,336,0,9,3,0,0
0619996d-510b-4905-96be-1713a76acfcd,19149f7f-35df-4521-b6b2-c9d8b6040ccc,Interactions,fd87245b-49bf-4ab5-8a5e-630aa365f14b,6575,1,4,0,4,0
0619996d-510b-4905-96be-1713a76acfcd,fd2467f6-8255-474b-a9ba-6b9cbf84f714,Interactions,ca6147b4-012f-41a0-bf2c-666961470338,4027,1,8,0,8,0
0619996d-510b-4905-96be-1713a76acfcd,b747a737-ab96-4565-9ba1-e91449acdeb1,Interactions,43bccbe3-8f06-4943-8ed6-c7e0ba9e0eff,596,2,3,0,0,0
0619996d-510b-4905-96be-1713a76acfcd,ca5c654f-a8f3-411e-aec9-3de5ce808106,Interactions,6f952f05-3d4e-450a-a855-61a830607f3f,3985,4,3,1,1,0
0619996d-510b-4905-96be-1713a76acfcd,3b9998e6-c922-4611-a2eb-0f819cca267c,Interactions,dc18c276-37f3-4c51-af4e-405a4c0e0000,660,2,1,1,10,0
5aca1e44-7253-46ac-83e7-b1c30472ebdd,9c466f74-0192-4468-8f67-31946f741e2a,Interactions,56cc0933-f878-4eee-be99-cb41cc7f2ce7,1910,0,8,1,2,0
5aca1e44-7253-46ac-83e7-b1c30472ebdd,fb7aabf8-1f86-45f4-8783-02bff6acf888,Interactions,32eed0ef-1548-404b-b2bb-1116d27f5a90,307,2,6,2,1,0
5aca1e44-7253-46ac-83e7-b1c30472ebdd,efd50e17-4ab4-414a-bf07-b22e9b4dc6f0,Interactions,cfa8f812-1b25-40eb-883e-a3441e997566,931,0,6,1,8,0
5aca1e44-7253-46ac-83e7-b1c30472ebdd,78d903ae-8cd7-4431-b788-eaa713f180b4,Interactions,d07691cf-fe8c-43d1-bd66-b8e8b7fcbccf,1016,1,3,1,4,0
5aca1e44-7253-46ac-83e7-b1c30472ebdd,8556c948-6118-4cd7-b537-d91e9823419a,Interactions,44b6fce7-aa75-4e0d-ac08-c0843e94c401,2970,1,1,0,5,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,2db84582-7c57-4a53-812d-3921302bead4,Interactions,2a89eba4-4219-46fa-83d1-13d79645a22e,3335,0,4,0,6,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,df286a63-2777-4e0c-9a64-00e7dae2af67,Interactions,6489231b-2069-4df4-b6da-f476ad429401,1058,0,4,0,14,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,e0cb8cfa-c968-4b87-afe9-db90c247424b,Interactions,c9f687a5-c468-4925-ae68-acf6a322f008,421,0,5,1,8,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,56f35010-9dc0-4817-96be-9e2321228a6b,Interactions,a196f2c5-6d8a-4c91-a3cc-7ec1c201638c,4018,0,10,0,2,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,287afb1a-dfa8-44b4-ba5c-630b0dd28b5f,Interactions,db68f42c-0468-45d6-8107-fa1a38ae895e,1558,1,5,1,4,1
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,3607de9d-0a4f-465f-9c38-fb89df0b37dd,Interactions,d3acf02b-ed12-43c6-908c-e20a2aac3644,2119,0,12,0,5,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,960b6f92-db5b-43ee-9ec1-c75387d83ecf,Interactions,0e014f30-31b2-4a46-9275-132d60948fd5,518,2,2,0,0,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,66157813-be20-4923-a4ba-3493917d9951,Interactions,20afe54e-fbd0-4348-88e6-eaf3a9a9232b,3058,1,1,1,2,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,60f6186f-a683-451d-967b-487b3fb08aee,Interactions,1aa2195f-797d-4b7d-bad6-5873b9841737,612,1,8,1,5,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,45c67d53-2906-430a-ab5f-f2c6f49e5b47,Interactions,df9d3a7f-0fc5-49c3-a86d-342ac87b05fc,2472,0,1,0,1,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,8b4370d3-4624-4733-8807-da18caa55b8c,Interactions,d0af11a9-e7c0-4b59-8901-da36aeb41e79,572,0,0,0,6,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,2198c3e3-f29f-4e65-8a8b-069864c9ec3f,Interactions,800c1a10-f80d-4351-a10f-71d13284c21b,2222,2,2,3,2,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,b003a1a7-a022-45ab-813f-b9ea144a5ef8,Interactions,0a809a9a-276a-4738-b841-884236026eb3,3911,1,1,2,6,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,07f9e053-22c1-4e4d-baae-9f161307ed32,Interactions,20d9d1c7-9ec5-4e0c-a624-26dd33029c03,904,0,4,4,14,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,fe420624-c375-4fbc-9557-bf2eb2f612fa,Interactions,4846c8e7-96a2-4453-99aa-839773cd7428,2909,1,3,0,11,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,fc30dbf0-c801-44aa-a9c2-9c9351ac3b79,Interactions,dc359107-414b-4a25-a504-73cbc0cab15a,2761,0,12,0,9,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,57524c0b-2158-4dbf-a55e-8aa6c9ce4e09,Interactions,48fbfa49-34db-4b7d-96a9-d61267715c9f,964,1,4,1,2,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,e261c4ba-83b6-4aec-8e51-7398be00ddd6,Interactions,8ef6a3f3-96cd-4a75-ad4d-83e6af42479d,744,0,3,0,4,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,a3d8c436-2a6a-4c8e-9671-1a8f4de1e5be,Interactions,9cffe05f-5c8f-4ee3-a8ae-c46897ca3a74,2728,0,8,1,1,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,8df0df7d-81c4-4b8e-aaad-8d4c236ecfcf,Interactions,bc01b1ce-b171-4081-bb28-81cc55f8d3a8,385,0,3,2,12,0
4ea0e56d-76a4-4701-b180-079d2323c14f,b815533d-3460-490f-89e0-e47321382cea,Interactions,2662ae95-fd33-489d-8158-6066447b5bda,2486,1,3,0,8,0
4ea0e56d-76a4-4701-b180-079d2323c14f,88e67116-1fe4-4137-950e-c7fcb350cb07,Interactions,bc507626-6fda-446f-b926-37b86587d372,1283,1,0,0,13,0
4ea0e56d-76a4-4701-b180-079d2323c14f,04785c2d-ed3e-4795-89a6-3874c614a0e3,Interactions,905a5c36-3a1e-4e06-9e52-d3924bc8112e,1696,0,3,1,4,0
4ea0e56d-76a4-4701-b180-079d2323c14f,71cd8334-df39-461f-96b2-be50f59cdd40,Interactions,2630f6bc-1227-41ca-a183-9ccfce058fc8,928,1,9,1,0,0
4ea0e56d-76a4-4701-b180-079d2323c14f,fd9b7dfc-2e48-4545-9528-6fefbe794c8f,Interactions,829e8f5f-21a1-4fc1-839b-5a3c15086a6c,4118,0,8,0,8,0
4ea0e56d-76a4-4701-b180-079d2323c14f,5db5a335-8cc2-43c3-9e3c-784a61f3c167,Interactions,3429a159-5910-4a9d-9502-59a320b56cf6,5734,1,0,1,7,0
4ea0e56d-76a4-4701-b180-079d2323c14f,6d2793ec-77df-44e5-a963-1fa262ffdf30,Interactions,7a657b1e-58ed-40b3-9aca-9ddb948843e6,6169,0,2,0,3,0
4ea0e56d-76a4-4701-b180-079d2323c14f,3457a9f8-0329-422a-903f-8eb078417b3a,Interactions,91124b0f-2bb2-4f64-a49a-8cee1bea29a1,1107,0,11,3,0,0
4ea0e56d-76a4-4701-b180-079d2323c14f,913b6021-e35a-4d42-92b9-316dbb4c0119,Interactions,46741201-1d18-4bf3-a857-47bc05f57bc0,3266,1,9,0,11,0
4ea0e56d-76a4-4701-b180-079d2323c14f,4b32fadb-58af-4259-8f92-eadf31695cbb,Interactions,d276275d-0dce-43f7-9f74-30463fcbe3a4,0,0,5,0,14,0
4ea0e56d-76a4-4701-b180-079d2323c14f,c698da52-09b9-46b1-a4b4-9509465e674c,Interactions,48c766d6-3356-4f9c-b18d-1e45466cd02c,4939,2,4,0,2,0
4ea0e56d-76a4-4701-b180-079d2323c14f,b05623b1-3cc8-4714-b32a-2f0c662515e3,Interactions,5a931b52-d0a6-4810-bf73-e4cdfec2075e,551,1,0,0,2,0
4ea0e56d-76a4-4701-b180-079d2323c14f,3a8fe944-a8b9-4ca1-a0b9-2c87187b3b8a,Interactions,4b2c54fe-d50d-4dba-be2d-4bceb5669e17,1350,2,13,0,4,0
4ea0e56d-76a4-4701-b180-079d2323c14f,49e61985-ecd4-408c-b5d6-9deff035da2b,Interactions,b918e430-30bc-4fb1-9a25-60bbe0e70cde,564,1,11,2,6,0
4ea0e56d-76a4-4701-b180-079d2323c14f,8f11085f-702c-4c75-a2f3-ea98b88eb192,Interactions,2dffd804-33a6-4b56-80d1-fd1cb23cb7a5,1789,0,8,2,3,0
4ea0e56d-76a4-4701-b180-079d2323c14f,fd55d6c7-421c-4f24-8d57-50c4cfdf03d3,Interactions,715fe579-01a0-4755-8606-b81374eeea56,1573,0,11,0,0,0
4ea0e56d-76a4-4701-b180-079d2323c14f,bf35c79a-8b72-4189-9e17-72dfabaadda2,Interactions,d9b3b8e2-12a0-4907-aed5-12874dbb8e75,1876,0,7,0,4,0
