~id,~label,playerId:String,status:String,joinedDate:Date,lastPlayed:Date,ea_reputation:Int,ea_altruism:Int,ea_duty:Int,ea_mischief:Int,ea_malice:Int,ea_atrisk:Int,stat_totalSkinPurchases:Int,stat_totalCurrencyPurchases:Int,stat_idleMinutes:Int,stat_marketingEmailClickThroughs:Int,stat_lastChatTimestamp:Int,stat_lastGameSession:Int,stat_lastGameSessionLength:Int,stat_longestGameSessionLength:Int,stat_shortestGameSessionLength:Int,stat_medianGameSessionLength:Int
4b6a826d-595e-47f0-9f52-7d8b936a2b79,player,michael46,Active,2020-01-01,2021-06-08,-40,6,1,4,0,0,12,834,460,16,1623369637,1622015953,336,467,20,51
8be33ef1-21c8-40fc-85c3-c5aca7401733,player,jonathan92,Active,2020-05-22,2021-02-24,-2,7,1,0,0,1,16,1050,290,14,1619093463,1620168804,131,646,7,58
cfa531fc-be57-4242-adcc-9e9fce92c26e,player,williamzuniga,Active,2018-01-30,2018-05-06,36,20,3,0,2,0,13,1147,555,15,1621090871,1621574450,242,692,15,70
a6ab4f5a-b412-41bb-a34b-3a33f960cda0,player,lbradley,Active,2017-08-27,2018-08-30,37,4,2,0,0,1,11,768,315,20,1622351426,1620537651,252,695,16,80
2fefdba6-dd69-4075-994a-938db46ed69a,player,xtorres,Active,2020-01-09,2021-04-26,24,9,0,-1,2,0,21,1004,334,21,1622479915,1621102611,250,359,6,62
08954761-b90a-437d-b3b5-68af897131f0,player,jeffrey87,Active,2019-03-12,2019-09-20,17,0,4,0,1,1,13,849,185,10,1620661393,1621537598,116,578,17,72
21ab74bd-5fbf-4528-ab85-72ea7bf6613b,player,jennifercastro,Active,2018-01-09,2019-09-29,38,1,1,1,1,0,14,1067,365,20,1621897673,1623884801,188,380,5,72
8ad19505-b0d5-4e95-97d2-2ecca270ddf4,player,rgreen,Active,2020-05-11,2020-07-20,24,5,0,2,0,1,7,1190,614,16,1621839015,1622422828,178,246,4,53
c3919d5e-d5e5-4605-bd2c-7bc1c5c4da08,player,alexandragarrison,Active,2016-12-06,2017-06-04,5,5,0,0,0,1,20,1134,452,21,1622026482,1620217135,101,671,13,73
26f437d0-9d4d-4df3-aa43-5f9305312a12,player,karen62,Active,2020-01-09,2021-05-03,7,5,3,-1,1,1,14,1073,438,15,1623279641,1622999089,216,398,5,69
beb67e28-2c8a-46c0-91af-24e7d844e0d8,player,lopeztiffany,Active,2018-12-27,2020-07-28,7,11,0,-1,0,0,18,1068,513,20,1623634409,1621882974,120,273,1,55
5306ff11-c7a3-4cb5-a8c4-287339222cd8,player,henry86,Active,2020-07-09,2020-07-29,-59,1,4,0,1,0,11,1077,302,10,1619999465,1621043621,157,512,9,68
00920e73-86f4-4f22-a6c2-984cbac19b35,player,barbaracannon,Active,2019-11-07,2020-01-20,-12,1,0,-1,1,0,14,729,379,17,1621493899,1619341947,77,726,13,82
0ed97a80-8657-4f66-8146-2423473b1b7e,player,teresahodge,Active,2017-07-02,2017-11-30,-24,4,1,0,0,0,11,1347,419,17,1620644252,1621663551,214,419,13,54
1627fdde-45ff-45b8-8553-1843dfc0f0d2,player,tonyamartinez,Active,2019-09-04,2021-07-07,18,12,3,0,2,1,8,882,202,13,1622147877,1621100601,183,386,11,58
add55c31-e18b-4ba0-a2a7-ddbc9380ff40,player,richandrew,Active,2018-04-12,2018-11-07,2,0,1,0,0,0,8,1258,204,20,1623345198,1617912926,49,412,13,72
0c44b2ec-b4ea-4c18-bf39-f4abc27536fc,player,nicholas96,Active,2019-01-12,2020-07-23,-26,9,2,-1,0,1,25,807,339,13,1621861742,1620779355,201,553,14,61
fbfe45ad-50c7-43b3-a684-de4169ca6f6d,player,uhall,Active,2016-12-07,2018-09-05,10,7,5,1,0,0,20,996,430,15,1621157226,1622515151,230,787,3,67
c0e3c7e7-2903-45ff-ab70-6193ea34df6a,player,crystal68,Active,2019-09-18,2021-02-15,-16,9,0,-1,1,1,21,1357,369,19,1621381297,1623055711,137,375,12,65
baf141ca-9175-4b06-9ed2-f7ec0e043c4e,player,qoconnor,Active,2017-12-09,2018-09-22,-43,6,4,-1,1,0,15,1194,245,9,1620021734,1620050479,150,529,9,54
e845a8fc-00b7-49ea-9e06-ef5d41600737,player,charlotte05,Active,2020-11-21,2021-03-28,17,3,4,-1,0,1,17,781,237,17,1622643586,1623592583,261,253,8,57
a592063c-0f57-4e78-a2fc-ae1776a2529a,player,shawn16,Active,2017-03-19,2019-09-20,4,9,2,0,0,0,23,1170,180,21,1623045663,1622946558,176,498,5,61
5cda8875-fd1a-4676-bf69-9d4cad69ecab,player,gstone,Active,2019-04-12,2019-11-09,22,1,0,1,1,0,14,839,287,19,1622247657,1619719267,239,251,12,58
e73fdb8f-8872-4fe1-abc9-76b3db0d8f97,player,cadams,Active,2019-09-24,2019-09-29,-29,1,2,-1,1,0,13,1021,406,14,1621725126,1620028228,182,435,5,69
19a0653a-2889-4a0d-ab4d-4de43bac02d5,player,odickerson,Active,2018-05-31,2021-05-10,4,2,0,0,1,0,24,1208,391,13,1623092607,1621198948,134,469,11,58
b849dac3-c9a5-4943-9b0f-99980ac95d03,player,aguilarapril,Active,2019-08-15,2021-02-22,30,1,2,-1,1,0,13,1080,327,18,1619786996,1622927804,50,511,14,56
8376f693-ede5-497b-aeea-a464f6878a7b,player,dwilliams,Active,2016-07-11,2016-09-09,7,4,0,-1,0,0,16,594,195,18,1621915177,1622017959,158,697,11,55
2900ca79-a2f4-4fe8-903c-880156fcabcb,player,michelledrake,Active,2017-07-19,2019-03-08,-17,2,3,0,0,1,12,935,349,11,1622777729,1620523168,95,575,0,55
1482b343-87a8-45dc-a860-be8be90bcadf,player,william34,Active,2019-01-23,2019-05-01,7,0,1,-1,1,1,20,1027,274,13,1619982312,1621860151,177,424,13,82
bf40c28b-24e6-43b6-b94a-86e6e3f364db,player,garnerkelly,Active,2019-06-08,2020-05-02,-4,6,1,2,0,0,10,879,242,17,1621351017,1622658182,65,612,8,57
e54f5116-ecb2-48ba-8a20-4d0fda5f22eb,player,cchaney,Active,2020-05-28,2021-04-16,-19,8,3,0,0,0,17,1157,416,9,1621563456,1622284712,188,664,9,71
6d7218b0-1954-42b4-bd16-b37ce10ef8eb,player,julie33,Active,2018-03-23,2019-05-20,1,23,0,0,0,0,13,927,208,8,1620996188,1619823988,166,355,0,53
5bbf29a7-bc05-4a38-b208-685033d95a83,player,valdezrobert,Active,2016-10-13,2020-10-08,-3,12,0,2,0,1,19,1227,250,23,1620119932,1622652168,143,348,11,81
2bc9b96f-77fb-4e7a-9d34-4c7d9ca641ba,player,nelsonjessica,Active,2021-07-03,2021-07-03,28,11,3,1,0,1,15,1101,440,16,1620711460,1621098751,280,588,14,59
16115afe-fa84-4e14-9a44-940cd476ccde,player,fhenderson,Active,2020-04-30,2020-10-29,-20,7,3,1,0,0,13,889,409,15,1620593318,1621192146,243,465,0,52
f5706433-27b5-4810-8389-adfb6c66523f,player,perezcody,Active,2016-08-06,2018-05-19,6,17,0,1,0,2,16,1314,600,15,1619817139,1619647736,163,690,10,69
1c9ae02a-499e-4cfe-9a96-38952ee31364,player,zblankenship,Active,2021-03-07,2021-03-12,5,5,3,0,0,0,18,1404,548,23,1622083139,1621971322,283,313,13,67
2c75c0fb-0c4c-4123-8fa9-a5195661c1b9,player,deborahoconnor,Active,2019-05-27,2019-11-01,-37,16,3,-1,2,1,20,782,597,16,1623199470,1620759050,278,268,20,54
3b29af68-c232-434a-b123-21c2c67ca602,player,davispamela,Active,2016-10-17,2018-07-06,-18,1,2,0,0,0,19,901,293,15,1621284960,1620166693,224,432,6,59
72eaec3a-c5db-4a0d-8ecb-740dd996bbbc,player,wnewman,Active,2018-03-26,2021-05-09,-26,8,1,1,1,0,28,1215,340,14,1620076544,1622461948,212,261,16,69
1cc97478-c5bf-4843-8d38-21937a8a0efa,player,eileen50,Active,2017-01-18,2020-08-09,-21,14,0,1,1,1,20,1210,358,13,1619471996,1621579682,169,628,12,44
6540b7b0-191c-4e78-abf0-1d023fdbb188,player,owallace,Active,2020-04-22,2021-04-08,4,4,3,-2,1,0,15,1051,367,6,1620430820,1622941869,226,617,8,44
2e79367f-2caa-4f39-90d8-d9e341262b46,player,michele95,Active,2021-05-04,2021-05-31,23,4,4,0,1,0,10,823,395,13,1622274570,1621156131,175,722,9,48
0248c74b-4edc-48f7-b878-143865165069,player,grodriguez,Active,2018-10-23,2020-11-22,30,8,5,0,0,1,17,1019,237,15,1621513159,1619814001,125,505,17,54
ad151380-4b5d-429e-a6de-494e5ae5c975,player,sonia51,Active,2017-10-03,2018-07-18,19,6,0,2,0,1,11,992,383,7,1619058528,1622872942,259,675,8,55
b9edd7c1-4258-4eb0-a933-604fe429830b,player,hillmelissa,Active,2020-05-25,2021-06-19,-55,13,1,-1,0,0,16,1072,352,12,1621867466,1620517498,219,446,9,72
ba18e1a8-f149-4184-a6f4-29f0dc79758a,player,joseph89,Active,2021-03-20,2021-03-29,16,10,1,0,0,0,22,1347,115,8,1619082272,1622137829,145,586,5,41
b0deaf96-20ec-4700-bf10-e26c230abbd8,player,cgoodman,Active,2021-01-15,2021-06-14,35,11,0,2,0,1,9,1102,375,16,1621576938,1620720430,119,517,19,52
eb60bfd3-9b52-4ffa-838d-726516a7d8a5,player,mezabrian,Inactive,2016-10-16,2018-07-26,-80,2,0,0,0,0,9,1474,532,10,1619988572,1622404273,164,572,6,58
e2a3ba86-a32b-481b-a7c8-41ed2dd6bfcc,player,davislisa,Active,2019-08-22,2021-03-01,8,26,1,1,0,1,15,636,341,17,1622802838,1621384702,212,516,11,65
7b3c8b55-6485-4f6e-b513-e41c93f2277e,player,melissa43,Inactive,2021-02-22,2021-03-21,32,14,3,1,1,0,11,945,403,11,1623273221,1621995193,227,557,13,60
9f3fe0ac-cae8-4ece-94ea-75fd6247aa3e,player,michael87,Active,2016-11-14,2021-05-10,31,19,7,0,1,0,14,1167,483,13,1620691358,1622432576,126,462,14,57
23730077-1b25-4a1d-84d1-d455827ec178,player,bmichael,Active,2016-10-03,2018-06-04,-13,11,1,0,0,2,14,1002,201,17,1621443254,1621909376,182,455,13,44
85e81fd5-35b6-4793-b00d-7b17b324fcc3,player,pearsonkenneth,Active,2018-10-08,2020-12-23,-24,16,4,0,1,2,14,1440,176,13,1619688182,1618596563,272,414,12,68
59a6cf3f-1034-4e15-aac5-cd81b95a14fd,player,ktrujillo,Active,2019-01-01,2021-02-04,30,27,1,2,2,0,6,899,325,15,1621962425,1618982602,165,447,15,61
8171f7d1-b184-42b6-9fac-2f68c1a4a3be,player,gordonmelissa,Active,2018-03-11,2019-08-24,44,8,2,0,0,0,11,1122,270,14,1620776585,1621838476,144,426,13,52
5c4c75e5-49a8-4de5-8760-5d136bc757e2,player,ldavis,Active,2017-06-27,2019-07-26,-26,13,0,2,1,1,6,1113,519,16,1619998185,1619644092,160,435,7,65
3e7373ee-4334-4446-b569-995592947138,player,zmyers,Active,2018-12-02,2020-02-27,-19,6,3,1,0,2,16,1092,324,11,1622020639,1620661123,255,640,12,69
8556c948-6118-4cd7-b537-d91e9823419a,player,barnesjeffrey,Active,2020-12-10,2021-07-01,1,2,5,0,0,0,23,1098,282,7,1620952707,1619970248,190,584,14,71
992679ac-5eee-4dd6-8ce2-a37120aebc1e,player,debbie27,Active,2018-09-22,2020-11-03,-13,3,1,-2,1,0,19,655,146,17,1623182547,1621152652,209,484,13,57
4904bf55-7c7a-4592-ba26-bd3cad9c375f,player,teresa37,Active,2021-01-10,2021-04-24,3,2,1,2,0,0,16,1019,366,19,1621216914,1622111015,44,585,14,52
d73d6f0e-63c0-4c3a-b9c4-22fddf3a29cc,player,rossdavid,Active,2018-04-02,2018-07-05,4,8,3,0,0,1,14,1241,342,12,1623555497,1622750359,233,504,7,59
0f468eae-6764-4631-a261-df33bacda8cd,player,ztorres,Active,2018-02-03,2021-03-01,-21,4,4,-2,0,0,10,1272,498,7,1622721286,1622274972,195,236,9,72
6eaabf71-cdb3-4127-b9da-e10d23758744,player,jameswright,Active,2017-07-28,2020-07-06,11,1,0,2,1,0,15,1225,52,15,1620129942,1622469989,256,493,9,82
b013c959-9e21-4597-8fa8-9fd9dd243295,player,juarezjoshua,Active,2018-04-09,2018-10-27,42,5,5,1,0,0,7,907,323,18,1621470134,1620265192,75,371,1,67
3ac2bafb-8713-4eb5-9375-57f31c7b2577,player,carrollkenneth,Active,2019-03-18,2021-02-13,-55,0,3,-1,0,0,7,1011,411,7,1620972374,1619475026,193,609,5,46
b4ad875e-09d3-4bf6-8fc2-7a5b2e79ea30,player,garythomas,Active,2020-03-24,2021-04-11,22,5,0,-2,0,0,19,980,528,17,1620436288,1620485378,138,477,13,56
fccd35da-0388-4b99-8dc4-4b28a29db020,player,crystaljackson,Active,2020-09-22,2021-03-16,1,8,1,1,0,0,8,1005,312,12,1622133089,1620803121,145,504,11,49
65db651b-121e-4de4-bf58-9d96da58220f,player,maurice33,Active,2017-06-22,2018-07-30,-25,25,2,0,0,0,6,1246,325,19,1619553214,1620955439,207,242,10,67
c5ceb09c-80fa-49ab-826d-40f785440207,player,erica74,Active,2018-04-16,2020-11-23,-36,1,0,0,0,0,10,1139,402,18,1620827094,1621674980,145,393,4,62
035dc4e9-5bcd-40ec-9176-75952fbe4598,player,zmiller,Active,2019-11-27,2020-09-23,-13,6,1,0,0,0,12,855,417,7,1621372696,1621506348,282,366,12,55
87ea5ab6-f0d3-4ac6-b82d-9078a1b69749,player,jamesmoyer,Active,2018-09-13,2019-05-26,6,2,1,0,0,0,18,1054,311,14,1620404283,1619755603,276,648,6,70
2198c3e3-f29f-4e65-8a8b-069864c9ec3f,player,brandigraham,Active,2018-08-29,2020-12-24,13,1,2,2,0,1,16,1100,99,15,1621858471,1620058284,120,393,3,64
e8bd9cd4-8669-4468-80fa-c6089df6e88d,player,pnelson,Inactive,2019-11-15,2020-09-14,36,18,2,0,0,1,14,722,509,19,1619339115,1623911947,183,589,11,68
433e9127-a54c-4c38-9472-7769b4793430,player,joneskyle,Active,2016-12-27,2017-05-19,28,0,3,1,0,1,12,948,468,11,1621547081,1621045344,164,465,6,48
8d0eab26-e1d8-47e9-ae52-ac561bf58c31,player,halecarlos,Active,2018-09-23,2019-09-15,33,0,1,0,0,1,14,1144,385,17,1621048812,1621597942,167,358,13,50
8c70887d-cf9a-4b9d-928d-72ec7bd8f28e,player,jacob91,Inactive,2017-06-20,2020-08-30,36,16,4,0,2,0,12,1168,325,15,1621828827,1619930891,147,499,12,73
287b6e5a-acb9-4258-b0ba-a54ea6044192,player,brandy54,Active,2017-09-19,2019-09-12,28,17,0,1,0,0,12,1388,360,19,1622106583,1620131634,235,370,10,79
0615ecba-4716-43dd-8d85-e96541a8427f,player,xhudson,Active,2020-02-20,2021-01-27,27,0,0,1,0,1,14,913,472,15,1621692804,1623612779,174,396,16,73
8ed7e9b0-b5d5-4ef0-8cae-0ac1a1e856e0,player,woodssean,Active,2020-12-04,2021-01-26,-23,5,0,0,1,1,19,1009,600,15,1621854302,1620652825,176,455,7,60
7af44c16-6959-46ac-86ab-6f240f9a7e59,player,alexandra03,Active,2020-10-13,2021-01-12,-27,16,3,1,0,1,15,899,202,20,1619449965,1620157696,125,396,10,57
51dc04cb-83cd-4c6d-bacc-dbc6d788d064,player,andersonmichael,Active,2016-07-15,2018-07-15,18,3,1,0,1,0,16,1226,345,11,1620352973,1623003881,253,528,9,45
0e681966-9d40-411f-aad0-ae8e82fecba5,player,maddoxdiana,Active,2018-05-08,2018-09-10,-9,18,1,0,0,1,14,1027,395,20,1620473178,1620602427,190,337,7,62
db17c1c7-c2f7-49dc-a88e-c5b9f74cd3e0,player,melissa65,Active,2017-01-29,2019-04-04,-5,1,0,-1,0,1,12,719,424,17,1620743440,1620022980,254,463,21,59
010a5a26-97ed-4255-aca1-9c674c79d71a,player,gina56,Active,2017-08-22,2017-12-28,25,11,0,0,0,0,16,1390,548,19,1621505424,1622639019,154,415,5,58
935cbb3e-06d5-4b0d-92bc-28b5d963ab85,player,sanchezjohn,Active,2016-11-02,2018-02-17,5,5,6,1,2,0,7,1398,405,13,1622697488,1621868229,197,508,4,57
90e89f63-f98a-4964-b0ff-120388897ede,player,pattersondeanna,Active,2020-12-20,2021-05-06,40,4,3,1,0,0,15,1242,538,10,1622923756,1619062106,140,398,13,61
ca810909-6fc6-4c11-9357-0f679aba01ec,player,mary69,Active,2016-12-13,2020-08-29,20,2,0,0,0,0,14,1096,393,13,1621373426,1621298779,179,471,14,52
a21ebd7e-1678-400d-9493-95db39c3b5d5,player,vicki99,Active,2018-01-15,2018-05-19,10,4,1,0,2,0,22,1298,413,8,1621007009,1619501588,158,535,7,66
71dc3b82-a95c-40b3-8038-c0f1bc1aed8a,player,candice14,Active,2020-12-24,2021-06-07,-6,11,0,-1,1,0,14,763,471,7,1620925468,1619893827,90,528,19,56
e06bd4f8-b267-4079-aa48-955b32f22503,player,ihouse,Active,2018-08-19,2019-02-17,-28,4,4,0,0,1,15,669,592,20,1621892384,1622102277,140,392,3,67
8b4370d3-4624-4733-8807-da18caa55b8c,player,philipchavez,Active,2018-11-09,2019-12-23,-2,12,5,0,1,0,14,818,161,21,1621685089,1622413601,202,289,6,79
71d3ab24-b861-4680-9e35-87f2a79c0017,player,turnernicole,Active,2020-01-08,2020-10-22,19,4,5,-2,1,2,14,1367,418,14,1620891320,1622424713,266,662,13,46
19056d0f-fd17-4951-b104-283fd4d48986,player,kingshawn,Active,2019-02-09,2019-07-04,15,5,3,-1,0,0,1,816,280,17,1622205298,1621398603,176,610,7,74
08eeef1d-9630-4c31-9d33-d4a4705aeb23,player,ncummings,Active,2018-12-20,2020-06-28,-9,14,1,-2,0,0,16,1328,199,20,1620842431,1620510330,142,561,2,65
fd9722cd-f3c6-4f0f-af99-c5f6d5750b66,player,mjackson,Active,2021-04-06,2021-04-11,23,0,4,1,0,0,6,927,111,16,1621147850,1619482085,220,390,12,74
a92bdc33-d51c-44f2-97f9-646247de5cfe,player,vgraves,Active,2016-11-15,2019-11-14,-10,9,1,-1,1,0,3,773,324,13,1621730707,1619611165,90,392,12,61
4ed184d3-1821-463e-a5d6-6554b7b8d812,player,dana73,Active,2020-05-20,2020-06-04,24,5,1,0,3,0,13,908,419,11,1622176316,1620322518,197,398,10,41
0e5126ec-19b9-4ae7-92e5-113063bce82f,player,porternicole,Active,2019-04-01,2019-10-05,-5,0,1,0,0,0,23,1090,320,20,1622511217,1621989179,160,330,3,69
8d832070-856f-4770-89d5-da61f5d9fce8,player,jonathongrant,Active,2018-02-21,2018-04-11,-28,5,1,0,1,0,15,790,287,20,1620705656,1620718143,230,355,17,49
ca5c654f-a8f3-411e-aec9-3de5ce808106,player,kara45,Active,2020-12-19,2021-05-22,34,5,2,1,0,1,5,1021,236,7,1623524558,1620327695,216,653,6,69
b42f592a-f1fe-44e8-a4b8-57a5331ae877,player,lflores,Active,2020-02-07,2020-02-18,16,3,0,0,0,0,12,1152,323,14,1620306412,1621646796,172,564,8,62
bfe25727-ce4c-45b5-a238-67abd2c66f52,player,thomas84,Active,2021-06-03,2021-07-01,-20,19,2,3,0,0,9,1435,400,17,1619100033,1621994661,122,589,14,49
1fcbce2a-09f1-4dc0-bf19-c883376d0b9a,player,wesley48,Active,2019-08-10,2020-09-05,-24,8,2,-1,0,0,14,994,397,15,1620696502,1621981097,291,378,8,57
5c989816-ddbd-474c-83c0-048a9c773fed,player,xwhite,Active,2019-01-29,2021-05-02,12,11,5,0,0,1,19,1152,326,9,1619024554,1620268026,190,583,8,46
7e7a2d14-4809-4d61-8cf6-8121261e61d8,player,michelledavis,Active,2017-09-12,2021-06-15,28,14,0,0,0,0,16,935,341,16,1622252020,1622089878,100,679,7,46
282c4010-d0f2-4575-9388-46c3ddac6840,player,gilesmadison,Active,2019-06-13,2020-02-12,9,10,2,-1,0,1,10,907,570,11,1624623594,1622485390,217,468,16,67
1e0ae33e-22c8-4270-b94c-d60b77a0950c,player,garciarose,Active,2020-09-18,2021-04-17,22,0,0,0,0,1,16,872,462,16,1619965762,1619061187,59,690,3,44
059e8426-b786-4f70-8a55-aa217fc79050,player,lori63,Active,2017-01-16,2018-02-18,56,29,1,-1,0,1,13,1210,498,17,1621249602,1623466052,244,614,1,56
e3fc3b1c-b2c9-4e9a-b996-7103f4a0a806,player,ypowell,Active,2021-02-18,2021-05-09,16,0,0,1,1,2,18,523,225,12,1621610966,1621649847,141,364,9,69
3457a9f8-0329-422a-903f-8eb078417b3a,player,sherry95,Active,2021-01-10,2021-07-01,17,12,3,1,0,1,15,1009,284,12,1619527256,1620628633,235,624,3,54
4773c430-136b-43a8-8d3d-bc4a27692472,player,simmonsandrew,Active,2018-12-18,2020-09-06,34,0,3,0,1,0,14,1072,144,19,1621504306,1621722772,157,707,11,67
02cb7466-73a0-47dc-9f80-26a3bf302cd4,player,bradfordholly,Active,2020-08-14,2020-09-12,39,2,2,-1,1,1,12,689,459,10,1619656410,1621156550,182,533,12,66
c4d11088-fbc5-47db-8b1a-97be6a607f66,player,stephanie27,Active,2018-11-20,2019-08-14,-43,12,3,0,1,1,22,850,462,20,1620075463,1621243847,182,305,17,58
1a9e1b8a-eec8-412e-8d8b-bd6cbc5b71bc,player,mcguirediana,Active,2019-10-07,2020-08-07,-5,4,2,1,2,0,20,1133,490,12,1618658487,1622205818,199,552,13,68
1a0bd1a4-50bf-47d8-95cf-392cd0eb3037,player,williamsteresa,Active,2019-06-06,2020-02-08,2,3,2,1,0,1,18,982,410,11,1620907322,1621163772,117,538,8,40
d68f40c0-d075-46de-99a6-a60dc9004b18,player,phillipsmichael,Active,2017-07-07,2019-03-16,-2,8,2,0,0,0,15,931,339,17,1621572969,1623277651,192,719,14,39
e37c6d71-a255-4d84-8d95-6ffd70d600ea,player,brookemay,Active,2020-02-14,2021-06-04,-2,13,0,1,0,0,17,698,370,17,1619934806,1622061412,195,362,20,68
398e8634-36d9-45d2-9d44-ace1cb53bf5e,player,dbaker,Active,2020-06-04,2020-10-17,49,2,2,0,0,0,11,1233,250,14,1621601028,1620848981,252,444,6,70
0bb0d0d2-9214-4518-bfcb-daee54beed0d,player,sandersmelanie,Active,2020-04-10,2020-08-01,47,9,1,0,1,0,16,934,587,17,1620928710,1620659826,305,391,9,47
83655cc6-9668-4a78-adad-ea455d952e23,player,hopkinsjeffrey,Active,2019-11-24,2021-02-20,32,13,4,0,0,0,17,1126,387,22,1621237856,1622517824,127,553,17,58
960b6f92-db5b-43ee-9ec1-c75387d83ecf,player,samueljohnson,Active,2021-02-10,2021-03-22,12,4,2,0,0,1,13,768,470,19,1620154864,1621746581,123,499,8,67
31a11c5a-394c-41c9-8ae1-3b8f6a885da0,player,jamesdickerson,Active,2019-01-13,2020-07-05,11,17,2,0,2,1,19,957,341,11,1620938232,1619908217,196,577,11,74
091bf563-31c0-4690-bee4-3acebb46a541,player,john98,Active,2020-12-05,2021-02-04,10,7,1,-3,0,0,13,1003,465,21,1622178096,1622069878,132,490,13,65
9357a7c3-a897-492b-b75b-181ee4d6de9e,player,brandon51,Active,2018-11-11,2021-04-17,-12,9,1,2,0,0,14,1159,152,17,1620732752,1621713028,144,466,2,51
f8e42f64-6208-492a-be0d-ca21cd8b160b,player,craigwilliams,Active,2018-06-14,2019-01-14,20,20,7,1,1,0,7,1149,428,12,1620421448,1620821255,225,586,14,41
38a54f18-ce9b-419f-a631-c4fd2555b351,player,johnsonmelanie,Active,2020-09-13,2021-01-18,2,7,1,-1,0,0,15,829,304,17,1622081575,1624044646,123,555,2,61
b101f85c-47d5-4ddc-8f39-458aea71c5df,player,eric72,Active,2020-06-19,2020-09-24,-19,5,1,0,0,0,13,688,535,17,1621049778,1619469580,91,354,12,73
0a3c7aad-60ee-4d59-8e9c-b260c87332fc,player,amber74,Active,2017-07-25,2021-06-26,-23,2,2,0,0,0,29,1201,321,21,1621746610,1622609263,138,499,8,65
bb7e8e4d-234a-4cc2-a5f9-f6f014f4ce45,player,bbarrett,Active,2018-05-22,2020-05-11,26,12,0,0,0,0,8,1490,353,18,1621876857,1623790939,181,307,6,63
e04c42d8-6004-4315-947f-9ae3cb8299b9,player,dbaker,Active,2019-02-15,2021-06-25,20,5,0,0,0,1,18,882,508,11,1621209214,1621949838,326,168,7,66
26797483-ae17-44c3-b79b-d99d54cb04a5,player,joy37,Active,2019-09-23,2020-04-24,15,4,2,0,0,1,16,1173,472,19,1621108742,1622230685,273,118,11,55
e9db1b52-f636-4595-acbb-9a9e3fabb5e0,player,angela09,Active,2020-11-14,2021-01-13,-34,4,5,0,1,0,14,935,302,15,1619756124,1620580171,226,540,9,63
d0951ad5-9f3f-4dc8-9689-f0ad460eb456,player,rojasdaniel,Active,2019-03-23,2019-05-26,-33,5,4,0,1,2,20,929,468,24,1621196697,1622082339,124,403,9,64
3057f3be-dfbc-408e-8aba-e5417c3b6ee8,player,schapman,Active,2019-06-24,2020-01-14,18,12,1,-1,1,1,17,959,502,17,1623207048,1620601274,186,495,4,64
db519ee4-525c-427f-80af-38bd76950dc6,player,qchen,Active,2018-04-10,2020-07-04,-40,1,0,-2,0,0,17,1399,202,19,1621836037,1620285047,225,519,8,38
76299051-8881-45e3-bf39-637e9ce1aaac,player,dfernandez,Active,2020-10-06,2021-02-22,11,21,0,1,0,1,19,1085,456,12,1621817599,1620089103,232,517,1,54
5b5f9013-0048-48eb-a53a-35e4b003e86f,player,martinjennifer,Active,2019-04-28,2019-11-29,20,6,5,2,1,1,21,1345,87,10,1621601359,1622076381,264,433,13,74
2424f108-a4be-46ac-9506-490a08e4ce0a,player,hansencynthia,Active,2017-04-28,2020-08-14,40,10,3,0,0,0,12,675,281,22,1621123007,1624051061,76,488,11,52
bcf6c47a-1565-44f5-a1a0-5221b346f676,player,wreed,Active,2017-09-19,2019-12-29,-8,6,1,-2,0,0,18,369,115,11,1619433410,1621278405,179,541,15,77
666f4055-627b-4746-b342-be07e9703f1b,player,alexanderhurst,Active,2018-09-21,2019-09-14,12,15,2,-1,0,0,11,914,648,16,1622144851,1621868710,249,628,6,60
5849f888-2207-4fc8-adfc-007430f1d560,player,derrickbanks,Active,2017-01-25,2017-03-20,-40,7,0,0,1,1,24,842,383,16,1621483231,1621430300,109,374,7,61
42fb3428-09f2-40e5-bbb3-3e9f320f101f,player,shouston,Active,2018-08-17,2019-04-27,-37,1,4,0,0,1,20,1143,283,10,1621422816,1620806937,273,449,11,64
2e05c5f4-7bf3-4455-8426-829e3e1e7a0a,player,rodney18,Active,2017-10-21,2019-04-23,-20,3,3,-1,1,0,18,1079,525,12,1620327514,1620200708,168,272,3,59
d639414e-c508-4a53-b3d2-d8592434bf27,player,joseph82,Inactive,2019-08-07,2020-07-04,9,11,2,2,0,1,12,999,191,11,1618136230,1620369074,145,451,6,73
f12a2cf6-937b-4247-b4de-0fd906b17713,player,parkskelly,Active,2020-10-18,2021-05-12,23,7,4,0,1,0,14,1140,244,14,1622009402,1620021282,166,375,4,52
50bab408-56d7-4d19-9d67-7c1997034957,player,millsdonna,Active,2021-03-22,2021-04-19,0,6,0,0,1,0,8,1342,720,16,1622503520,1621731370,257,365,12,74
b3e4f50e-4c36-4af4-bc68-898e6cb74a61,player,ygonzalez,Active,2017-09-21,2020-04-29,-33,8,3,-2,1,0,25,1020,405,19,1621176621,1620753824,105,818,20,61
fecf25de-c722-4572-8921-d5596d7cb3dc,player,westvalerie,Active,2020-10-02,2020-11-18,-13,5,4,0,0,0,19,928,386,10,1622364722,1622036099,128,523,6,50
e7b849b3-87f8-44d5-a15b-1347452727c3,player,kgarcia,Active,2017-09-06,2018-03-10,17,7,1,-1,0,1,13,817,167,18,1621419873,1620010524,66,532,12,71
